"l_english":""
" HEALTH_VALUE_FORMAT_CATASTROPHIC_PENALTY0":"#N Катастрофічний штраф#!"
" HEALTH_VALUE_FORMAT_EXTREME_PENALTY0":"#N Величезний штраф#! # Replaced with Critical"
" HEALTH_VALUE_FORMAT_CRITICAL_PENALTY0":"#N Критичний штраф#!"
" HEALTH_VALUE_FORMAT_SEVERE_PENALTY0":"#N Серйозний штраф#!"
" HEALTH_VALUE_FORMAT_MAJOR_PENALTY0":"#N Значний штраф#!"
" HEALTH_VALUE_FORMAT_MODERATE_PENALTY0":"#N Помірний штраф#!"
" HEALTH_VALUE_FORMAT_MINOR_PENALTY0":"#N Невеликий штраф#!"
" HEALTH_VALUE_FORMAT_TINY_PENALTY0":"#N Крихітний штраф#!"
" HEALTH_VALUE_FORMAT_SMALL_BOOST0":"#P Маленький бонус#!"
" HEALTH_VALUE_FORMAT_MEDIUM_BOOST0":"#P Середній бонус#!"
" HEALTH_VALUE_FORMAT_SIGNIFICANT_BOOST0":"#P Значний бонус#!"
" HEALTH_VALUE_FORMAT_HUGE_BOOST0":"#P Великий бонус#!"
" HEALTH_VALUE_FORMAT_MASSIVE_BOOST0":"#P Колосальний бонус#!"
" HEALTH_VALUE_FORMAT_GODLIKE_BOOST0":"#P Божественний бонус#!"
