"l_english":""
" nemesis_skinned_cat0":"[TARGET_CHARACTER.GetShortUIName|U] swore eternal vengeance after [CHARACTER.GetShortUINameNoTooltip] killed and skinned [TARGET_CHARACTER.GetShortUINamePossessiveNoTooltip] pet cat."
" nemesis_skinned_cat_corresponding0":"[CHARACTER.GetShortUIName|U] swore eternal vengeance after [TARGET_CHARACTER.GetShortUINameNoTooltip] killed and skinned [CHARACTER.GetShortUINamePossessiveNoTooltip] pet cat."
" ":""
" nemesis_excrement0":"[CHARACTER.GetShortUIName|U] swore eternal vengeance after [TARGET_CHARACTER.GetShortUIName] sent an agent to cover [CHARACTER.GetShortUINameNoTooltip] from head-to-toe in excrement."
" nemesis_excrement_corresponding0":"[TARGET_CHARACTER.GetShortUIName|U] swore eternal vengeance after [CHARACTER.GetShortUIName] sent an agent to cover [TARGET_CHARACTER.GetShortUINameNoTooltip] from head-to-toe in excrement."
" ":""
" test_friend_desc0":"[CHARACTER.GetShortUIName|U] and [TARGET_CHARACTER.GetShortUIName] bonded over maps."
" test_rival_desc0":"[TARGET_CHARACTER.GetShortUIName|U] swore vengeance upon [CHARACTER.GetShortUIName] after [CHARACTER.GetShortUINameNoTooltip] killed [TARGET_CHARACTER.GetHerHis] dog."
" test_rival_desc_corresponding0":"[CHARACTER.GetShortUIName|U] swore vengeance upon [TARGET_CHARACTER.GetShortUIName] after [TARGET_CHARACTER.GetSheHe] killed [CHARACTER.GetShortUINamePossessiveNoTooltip] dog."
" test_nemesis_desc0":"[TARGET_CHARACTER.GetShortUIName|U] swore eternal vengeance upon [CHARACTER.GetShortUIName] after [CHARACTER.GetShortUINameNoTooltip] killed, cooked, and ate [TARGET_CHARACTER.GetHerHis] favorite dog."
" test_nemesis_desc_corresponding0":"[CHARACTER.GetShortUIName|U] swore eternal vengeance upon [TARGET_CHARACTER.GetShortUIName] after [TARGET_CHARACTER.GetSheHe] killed, cooked, and ate [CHARACTER.GetShortUINamePossessiveNoTooltip] favorite dog."
" test_lover_desc0":"[TARGET_CHARACTER.GetShortUIName|U] seduced [CHARACTER.GetShortUIName] by showing off [TARGET_CHARACTER.GetHerHis] shapely legs."
" test_lover_desc_corresponding0":"[CHARACTER.GetShortUIName|U] seduced [TARGET_CHARACTER.GetShortUIName] by showing off [CHARACTER.GetShortUINamePossessiveNoTooltip] shapely legs."
" test_soulmate_desc0":"[TARGET_CHARACTER.GetShortUIName|U] professed undying devotion to [CHARACTER.GetShortUIName] by climbing a mountain and fetching a rare flower."
" test_soulmate_desc_corresponding0":"[CHARACTER.GetShortUIName|U] professed undying devotion to [TARGET_CHARACTER.GetShortUIName] after [TARGET_CHARACTER.GetSheHe] climbed a mountain and fetched a rare flower."
" lover_seduced0":"[TARGET_CHARACTER.GetShortUIName|U] seduced [CHARACTER.GetShortUIName]."
" lover_seduced_corresponding0":"[CHARACTER.GetShortUIName|U] seduced [TARGET_CHARACTER.GetShortUIName]."
" ":""
" rival_daneland0":"[CHARACTER.GetShortUIName|U] and [TARGET_CHARACTER.GetShortUIName] became rivals after the creation of the Daneland."
" rival_varangian0":"[CHARACTER.GetShortUIName|U] and [TARGET_CHARACTER.GetShortUIName] started despising each other while serving together in the varangian guard."
" ":""
" rival_fowl_prank0":"[TARGET_CHARACTER.GetShortUIName|U] pranked [CHARACTER.GetShortUIName] with a bird at a feast."
" rival_fowl_prank_corresponding0":"[CHARACTER.GetShortUIName|U] pranked [TARGET_CHARACTER.GetShortUIName] with a bird at a feast."
" ":""
" rival_unjustified_imprisonment0":"[TARGET_CHARACTER.GetShortUIName|U] unjustly imprisoned [CHARACTER.GetShortUIName]."
" rival_unjustified_imprisonment_corresponding0":"[CHARACTER.GetShortUIName|U] unjustly imprisoned [TARGET_CHARACTER.GetShortUIName]."
" ":""
" rival_name_inspiration0":"[TARGET_CHARACTER.GetShortUIName|U] named a mountain '[CHARACTER.GetShortUIName]-Bane'."
" rival_name_inspiration_corresponding0":"[CHARACTER.GetShortUIName|U] named a mountain '[TARGET_CHARACTER.GetShortUIName]-Bane'."
" ":""
" rival_lands_stolen0":"[TARGET_CHARACTER.GetShortUIName|U] stole [CHARACTER.GetShortUINamePossessive] lands."
" rival_lands_stolen_corresponding0":"[CHARACTER.GetShortUIName|U] stole [TARGET_CHARACTER.GetShortUINamePossessive] lands."
" ":""
" rival_guardian_cave_change_stubborn0":"[TARGET_CHARACTER.GetShortUIName|U] thought it just and appropriate when [TARGET_CHARACTER_2.GetShortUIName] forced [CHARACTER.GetShortUIName], a mere child, to enter a dark cave alone."
