"l_english":""
" DEFAULT_NICKNAME_DESC0":"Friends and foes across the land know [CHARACTER.GetShortUINameNoTooltip] as '[CHARACTER.GetNicknameNoTooltip]'"
"":""
" nick_tiny0":"Крихітка"
" nick_bluetooth0":"[Select_CString(CHARACTER.IsFemale, 'Синьозуба', 'Синьозубий' )]"
" nick_canmore0":"Великий Вождь"
" nick_tanglehair0":"Tanglehair"
" nick_fairhair0":"[Select_CString(CHARACTER.IsFemale, 'Прекрасноволоса', 'Прекрасноволосий' )]"
" nick_haardraade0":"[Select_CString(CHARACTER.IsFemale, 'Сувора', 'Суворий' )]"
" nick_hardeknud0":"Хардекнуд"
" nick_hildetand0":"Боєзуб"
" nick_lodbrok0":"Лодброк"
" nick_ring0":"Перстень"
" nick_snake_in_the_eye0":"[Select_CString(CHARACTER.IsFemale, 'Змієока', 'Змієокий' )]"
" nick_the_affable0":"[Select_CString(CHARACTER.IsFemale, 'Привітна', 'Привітний' )]"
" nick_the_apostle0":"[Select_CString(CHARACTER.IsFemale, 'Ревна', 'Ревний' )]"
" nick_the_avenger0":"[Select_CString(CHARACTER.IsFemale, 'Мстива', 'Мстивий' )]"
" nick_the_bald0":"[Select_CString(CHARACTER.IsFemale, 'Лиса', 'Лисий' )]"
" nick_the_bastard0":"Бастард"
" nick_the_betrayer0":"[Select_CString(CHARACTER.IsFemale, 'Зрадниця', 'Зрадник' )]"
" nick_the_black0":"[Select_CString(CHARACTER.IsFemale, 'Чорна', 'Чорний' )]"
" nick_the_blessed0":"[Select_CString(CHARACTER.IsFemale, 'Блаженна', 'Блаженний' )]"
" nick_the_blind0":"[Select_CString(CHARACTER.IsFemale, 'Cліпа', 'Сліпий' )]"
" nick_the_bold0":"[Select_CString(CHARACTER.IsFemale, 'Смілива', 'Сміливий' )]"
" nick_the_boneless0":"[Select_CString(CHARACTER.IsFemale, 'Безкосна', 'Безкосний' )]"
" nick_the_brave0":"Хоробре Серце"
" nick_the_chaste0":"[Select_CString(CHARACTER.IsFemale, 'Скромна', 'Скромний' )]"
" nick_the_confessor0":"Світоч Віри"
" nick_the_conqueror0":"[Select_CString(CHARACTER.IsFemale, 'Завойовниця', 'Завойовник' )]"
" nick_the_cruel0":"[Select_CString(CHARACTER.IsFemale, 'Жорстока', 'Жорстокий' )]"
" nick_the_child_of_devilgod0":"the Spawn of [CHARACTER.GetFaith.DevilName|U]"
" nick_the_crusader0":"Хрестоносець"
" nick_the_destroyer0":"[Select_CString(CHARACTER.IsFemale, 'Руйнівниця', 'Руйнівник' )]"
" nick_the_devil0":"[Select_CString(CHARACTER.IsFemale, 'Дияволиця', 'Диявол' )]"
" nick_the_drunkard0":"П’яниця"
" nick_the_fair0":"[Select_CString(CHARACTER.IsFemale, 'Прекрасна', 'Прекрасний' )]"
" nick_the_fat0":"[Select_CString(CHARACTER.IsFemale, 'Товста', 'Товстий' )]"
