""."".""."".""
"l_english:"."".""."".""
""."".""."".""
" #Generic Pagan/Common Pagan Localization"."".""."".""
" paganism_religion0: ""Paganism"""."".""."".""
" paganism_religion_adj0: ""Pagan"""."".""."".""
" paganism_religion_adherent0: ""Pagan"""."".""."".""
" paganism_religion_adherent_plural0: ""Pagans"""."".""."".""
" paganism_religion_desc0: ""Commonly defined by a reverence for nature, ancestor worship, and a belief in spirits, many native faiths are considered to be various forms of paganism"."

 paganism_high_god_name0: Mother Earth""".""."".""
" paganism_high_god_name_20: ""$paganism_high_god_name$"" # Optional translation alt"."".""."".""
" paganism_high_god_name_possessive0: ""Mother Earth's"""."".""."".""
" paganism_high_god_name_alternate0: ""Gaia"""."".""."".""
" paganism_high_god_name_alternate_possessive0: ""Gaia's"""."".""."".""
" paganism_good_god_father_sky0: ""$paganism_trickster_god_name$"""."".""."".""
" paganism_good_god_ancestors0: ""the ancestors"""."".""."".""
" paganism_devil_name0: ""corruption"""."".""."".""
" paganism_devil_name_possessive0: ""corruption's"""."".""."".""
" paganism_devil_shehe0: ""it"""."".""."".""
" paganism_devil_herselfhimself0: ""itself"""."".""."".""
" paganism_devil_herhis0: ""its"""."".""."".""
" paganism_evil_god_decay0: ""blight"""."".""."".""
" paganism_evil_god_decay_possessive0: ""blight's"""."".""."".""
" paganism_evil_god_drought0: ""drought"""."".""."".""
" paganism_death_deity_name0: ""death"""."".""."".""
" paganism_death_deity_name_possessive0: ""death's"""."".""."".""
" paganism_death_deity_herhis0: ""its"""."".""."".""
" paganism_mother_earth_father_sky0: ""Mother Earth and Father Sky"""."".""."".""
" paganism_mother_earth_father_sky_20: ""$paganism_mother_earth_father_sky$"" # Optional translation alt"."".""."".""
" paganism_mother_earth_father_sky_30: ""$paganism_mother_earth_father_sky$"" # Optional translation alt"."".""."".""
" "."".""."".""
""."".""."".""
" paganism_creator_god_name0: ""$paganism_high_god_name$"""."".""."".""
" paganism_creator_god_name_possessive0: ""$paganism_high_god_name_possessive$"""."".""."".""
" paganism_health_god_name0: ""$paganism_high_god_name$"""."".""."".""
" paganism_health_god_name_possessive0: ""$paganism_high_god_name_possessive$"""."".""."".""
" paganism_fertility_god_name0: ""$paganism_high_god_name$"""."".""."".""
" paganism_fertility_god_name_possessive0: ""$paganism_high_god_name_possessive$"""."".""."".""
" paganism_wealth_god_name0: ""$paganism_high_god_name$"""."".""."".""
" paganism_wealth_god_name_possessive0: ""$paganism_high_god_name_possessive$"""."".""."".""
" paganism_household_god_name0: ""$paganism_high_god_name$"""."".""."".""
" paganism_household_god_name_possessive0: ""$paganism_high_god_name_possessive$"""."".""."".""
" paganism_fate_god_name0: ""fate"""."".""."".""
" paganism_fate_god_name_possessive0: ""fate's"""."".""."".""
" paganism_knowledge_god_name0: ""$paganism_high_god_name$"""."".""."".""
" paganism_knowledge_god_name_possessive0: ""$paganism_high_god_name_possessive$"""."".""."".""
" paganism_war_god_name0: ""$paganism_high_god_name$"""."".""."".""
" paganism_war_god_name_possessive0: ""$paganism_high_god_name_possessive$"""."".""."".""
" paganism_trickster_god_name0: ""Father Sky"""."".""."".""
" paganism_trickster_god_name_possessive0: ""Father Sky"""."".""."".""
" paganism_night_god_name0: ""$paganism_trickster_god_name$"""."".""."".""
" paganism_night_god_name_possessive0: ""$paganism_trickster_god_name_possessive$"""."".""."".""
" paganism_water_god_name0: ""$paganism_high_god_name$"""."".""."".""
" paganism_water_god_name_possessive0: ""$paganism_high_god_name_possessive$"""."".""."".""
""."".""."".""
" paganism_house_of_worship0: ""temple"""."".""."".""
" paganism_house_of_worship_20: ""$paganism_house_of_worship$"" # Optional translation alt"."".""."".""
" paganism_house_of_worship_30: ""$paganism_house_of_worship$"" # Optional translation alt"."".""."".""
" paganism_house_of_worship_plural0: ""temples"""."".""."".""
" paganism_religious_symbol0: ""triquetra"""."".""."".""
" paganism_religious_symbol_20: ""$paganism_religious_symbol$"" # Optional translation alt"."".""."".""
" paganism_religious_symbol_30: ""$paganism_religious_symbol$"" # Optional translation alt"."".""."".""
" paganism_religious_text0: ""sacred stories"""."".""."".""
" paganism_religious_text_20: ""$paganism_religious_text$"" # Optional translation alt"."".""."".""
" paganism_religious_text_30: ""$paganism_religious_text$"" # Optional translation alt"."".""."".""
" paganism_religious_head_title0: ""High Shaman"""."".""."".""
" paganism_religious_head_title_name0: ""High Council"""."".""."".""
" paganism_devotee0: ""devotee"""."".""."".""
" paganism_devoteeplural0: ""devotees"""."".""."".""
" paganism_priest0: ""shaman"""."".""."".""
" paganism_priest_plural0: ""shamans"""."".""."".""
" paganism_priest_alternate_plural0: ""elders"""."".""."".""
" paganism_divine_realm0: ""the Heavens"""."".""."".""
" paganism_divine_realm_20: ""$paganism_divine_realm$"" # Optional translation alt"."".""."".""
" paganism_divine_realm_30: ""$paganism_divine_realm$"" # Optional translation alt"."".""."".""
" paganism_afterlife0: ""the underworld"""."".""."".""
" paganism_afterlife_20: ""$paganism_afterlife$"" # Optional translation alt"."".""."".""
" paganism_afterlife_30: ""$paganism_afterlife$"" # Optional translation alt"."".""."".""
" witchgodname_paganism_the_shadow0: ""the Shadow"""."".""."".""
" witchgodname_paganism_the_shadow_possessive0: ""the Shadow's"""."".""."".""
""."".""."".""
""."".""."".""
" pagan0: ""Paganism"""."".""."".""
" pagan_adj0: ""Pagan"""."".""."".""
" pagan_adherent0: ""Pagan"""."".""."".""
" pagan_adherent_plural0: ""Pagans"""."".""."".""
""."".""."".""
" #Germanic/Ásatrú"."".""."".""
